id,flow_id,question_id,type,prompt,image,options,correct_answer,category,difficulty,has_reinforcement,order_index,created_at,subskill,subtitle,sequence,display_ms,target_position,sequence_variant,target_delay_ms,time_limit_ms
e427265c-2020-5ae4-8b00-3bc4d20cf613,f0000000-0000-0000-0000-000000000005,28,visualPuzzle,Choose your answer:,static_q28,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,spatial,3,f,26,2026-07-24 21:56:03.873952+00,rotation,,,,,,,
b2bda7f3-d95f-5de5-820e-12623d6f9dc8,f0000000-0000-0000-0000-000000000005,29,visualPuzzle,Choose your answer:,static_q29,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,logic,2,f,27,2026-07-24 21:56:03.873952+00,numeric sequence,,,,,,,
b632109d-d9b3-5748-9f3f-a62b512fc62d,f0000000-0000-0000-0000-000000000005,30,visualPuzzle,Choose your answer:,static_q30,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,pattern,3,f,28,2026-07-24 21:56:03.873952+00,symbolic logic,,,,,,,
ea9b51ed-d0a7-5636-a846-5fb88f92da84,f0000000-0000-0000-0000-000000000005,31,visualPuzzle,Choose your answer:,static_q31,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,2,f,29,2026-07-24 21:56:03.873952+00,compound transformation,,,,,,,
54c75ac8-2f5b-57f5-8315-d6dde406899f,f0000000-0000-0000-0000-000000000005,32,visualPuzzle,Choose your answer:,static_q32,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,3,f,30,2026-07-24 21:56:03.873952+00,rotation,,,,,,,
7c9e1d0f-f386-5e8d-838f-344fab551aa5,f0000000-0000-0000-0000-000000000005,33,visualPuzzle,Choose your answer:,static_q33,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,logic,3,t,31,2026-07-24 21:56:03.873952+00,multi-rule deduction,,,,,,,
95f1507e-8f0a-500c-ba08-e0169da087bc,f0000000-0000-0000-0000-000000000005,34,visualPuzzle,Choose your answer:,static_q34,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,4,f,32,2026-07-24 21:56:03.873952+00,mental rotation,,,,,,,
27adf19c-a375-558e-b7e3-5359ce1011bd,f0000000-0000-0000-0000-000000000005,35,visualPuzzle,Choose your answer:,static_q35,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,5,t,33,2026-07-24 21:56:03.873952+00,complex spatial,,,,,,,
0893233d-78c6-50bd-9c84-f0fabd8dda4e,f0000000-0000-0000-0000-000000000005,36,likert,I believe intelligence can be developed in different ways,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,1,f,34,2026-07-24 21:56:03.873952+00,growth mindset,,,,,,,
930aca9d-e59b-5bd5-98fb-95c2d5767a4c,f0000000-0000-0000-0000-000000000005,37,personal,What is your age?,,"[""Under 18"", ""18-24"", ""25-34"", ""35-44"", ""45+""]",,self,1,f,35,2026-07-24 21:56:03.873952+00,demographic,,,,,,,
8f3b7dbe-f1f0-5622-ba32-ce9e5be782db,f0000000-0000-0000-0000-000000000005,38,personal,What is your education level?,,"[""High School"", ""Some College"", ""Bachelor's Degree"", ""Master's Degree"", ""Doctorate""]",,self,1,f,36,2026-07-24 21:56:03.873952+00,demographic,,,,,,,
d9f7627e-1fd9-541e-bb14-99fd496cf71e,f0000000-0000-0000-0000-000000000008,3,multipleChoice,A farmer has 17 sheep. All but 9 run away. How many are left?,,"[""8"", ""9"", ""7"", ""17"", ""0""]",1,speed,1,f,3,2026-07-24 21:56:03.873952+00,quick recall,,,,,,,
7bba4906-b7fe-5ecd-86e4-cd56ecf50454,f0000000-0000-0000-0000-000000000008,4,multipleChoice,How many sides does a hexagon have?,,"[""5"", ""6"", ""4"", ""7"", ""8""]",1,logic,1,f,4,2026-07-24 21:56:03.873952+00,metacognition,,,,,,,
2c44d489-4c79-54dd-86f7-c5171d5279e0,f0000000-0000-0000-0000-000000000008,5,likert,I enjoy solving problems and puzzles,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,logic,1,f,5,2026-07-24 21:56:03.873952+00,numeric sequence,,,,,,,
7ef63640-d662-5ca1-ae07-974de4fc1d94,f0000000-0000-0000-0000-000000000008,1,likert,I like challenges that reveal how I think.,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,1,f,1,2026-07-24 21:56:03.873952+00,self-efficacy,,,,,,,
98523479-2461-5188-8767-92b61e78f9e6,f0000000-0000-0000-0000-000000000008,2,likert,I often find patterns in things around me.,,"[""Strongly disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly agree""]",,pattern,1,f,2,2026-07-24 21:56:03.873952+00,deductive reasoning,,,,,,,
743161ba-18ad-5036-873a-c7959eedeba9,f0000000-0000-0000-0000-000000000008,6,sequence,"2, 4, 6, 8, ___

What number completes the pattern?",,"[""8"", ""9"", ""10"", ""11"", ""12""]",2,logic,2,f,6,2026-07-24 21:56:03.873952+00,arithmetic reasoning,,,,,,,
af195889-dc00-598a-8919-1455c9be142f,f0000000-0000-0000-0000-000000000008,7,sequence,"1, 3, 6, 10, ___

What number completes the pattern?",,"[""11"", ""12"", ""13"", ""14"", ""15""]",4,pattern,2,f,7,2026-07-24 21:56:03.873952+00,verbal analogy,,,,,,,
c6ecf4e0-0b36-5209-8348-813d323313bb,f0000000-0000-0000-0000-000000000008,8,analogy,"7, 14, 21, ___, 35

What number is missing?",,"[""24"", ""26"", ""28"", ""30"", ""32""]",2,pattern,2,f,8,2026-07-24 21:56:03.873952+00,verbal analogy,,,,,,,
a342d57a-b637-5802-8320-dee3f332619a,f0000000-0000-0000-0000-000000000008,9,multiple_choice,Bird is to nest as bee is to:,,"[""Honey"", ""Flower"", ""Hive"", ""Wing"", ""Insect""]",2,self,1,f,9,2026-07-24 21:56:03.873952+00,attention,,,,,,,
5050c255-8d05-5387-bafe-a9803e8703ca,f0000000-0000-0000-0000-000000000008,10,multiple_choice,Pen is to writing as knife is to:,,"[""Kitchen"", ""Spoon"", ""Cutting"", ""Plate"", ""Food""]",2,self,1,f,10,2026-07-24 21:56:03.873952+00,spatial self-assessment,,,,,,,
0805ffa6-fccb-509e-8e04-70a6a4c5d743,f0000000-0000-0000-0000-000000000008,11,likert,I often notice patterns that others miss.,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,spatial,1,f,11,2026-07-24 21:56:03.873952+00,grid completion,,,,,,,
7a0a6a39-bbb8-5ef7-a2a4-4a87e0782493,f0000000-0000-0000-0000-000000000008,12,likert,I can quickly understand complex diagrams or charts.,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,spatial,1,f,12,2026-07-24 21:56:03.873952+00,directional pattern,,,,,,,
896f36a9-6e04-5122-8ea7-1f43dd4a1be6,f0000000-0000-0000-0000-000000000008,14,visualPuzzle,Choose your answer:,static_q14,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,2,t,13,2026-07-24 21:56:03.873952+00,tiling,,,,,,,
0a0b2edd-1215-5701-b211-3541dbcfd868,f0000000-0000-0000-0000-000000000008,16,visualPuzzle,Choose your answer:,static_q16,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,2,f,14,2026-07-24 21:56:03.873952+00,fragment matching,,,,,,,
92ad4905-935c-5810-b0ec-048ee3f49fef,f0000000-0000-0000-0000-000000000008,17,visualPuzzle,Choose your answer:,static_q17,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,2,f,15,2026-07-24 21:56:03.873952+00,attribute matrix,,,,,,,
a437e676-99c0-5428-9509-8932bc278d65,f0000000-0000-0000-0000-000000000008,18,visualPuzzle,Choose your answer:,static_q18,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,3,f,16,2026-07-24 21:56:03.873952+00,attribute matrix,,,,,,,
5b4668cd-5ac6-59bd-903e-16785199a75b,f0000000-0000-0000-0000-000000000008,19,visualPuzzle,Choose your answer:,static_q19,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,pattern,3,f,17,2026-07-24 21:56:03.873952+00,attribute matrix,,,,,,,
0183c3c4-8256-5591-9d4f-9e6cde6b3df3,f0000000-0000-0000-0000-000000000008,20,visualPuzzle,Choose your answer:,static_q20,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",3,pattern,3,t,18,2026-07-24 21:56:03.873952+00,attribute matrix,,,,,,,
b4bbe7a2-41fc-5a0a-b7c9-dc03d7c38bd9,f0000000-0000-0000-0000-000000000008,21,visualPuzzle,Choose your answer:,static_q21,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,logic,2,f,19,2026-07-24 21:56:03.873952+00,shape transformation,,,,,,,
f174b956-8cf4-54c3-a216-127eb5aa82f5,f0000000-0000-0000-0000-000000000008,22,visualPuzzle,Choose your answer:,static_q22,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,spatial,2,f,20,2026-07-24 21:56:03.873952+00,dimensional transform,,,,,,,
c29b7436-3abc-585a-a17f-c9187edf4519,f0000000-0000-0000-0000-000000000008,23,visualPuzzle,Choose your answer:,static_q23,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,1,f,21,2026-07-24 21:56:03.873952+00,nested rule extraction,,,,,,,
64edd0c9-afd7-5889-b3b4-55fcdeafbcd7,f0000000-0000-0000-0000-000000000008,24,visualPuzzle,Choose your answer:,static_q24,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,2,f,22,2026-07-24 21:56:03.873952+00,quantitative pattern,,,,,,,
b3a90e32-5a74-5fb4-9ccc-a16aa7a6f93b,f0000000-0000-0000-0000-000000000008,25,visualPuzzle,Choose your answer:,static_q25,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,pattern,3,f,23,2026-07-24 21:56:03.873952+00,feature permutation,,,,,,,
8da31661-4ec5-5cda-b8f0-e21c80bd8e50,f0000000-0000-0000-0000-000000000008,26,visualPuzzle,Choose your answer:,static_q26,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,2,f,24,2026-07-24 21:56:03.873952+00,division rule,,,,,,,
3c2912f3-89e5-5021-a64c-0962268803b6,f0000000-0000-0000-0000-000000000008,27,visualPuzzle,Choose your answer:,static_q27,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,4,f,25,2026-07-24 21:56:03.873952+00,multi-attribute,,,,,,,
2882b51a-f3fd-59e0-9756-de46f2234b3d,f0000000-0000-0000-0000-000000000008,28,visualPuzzle,Choose your answer:,static_q28,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,spatial,3,f,26,2026-07-24 21:56:03.873952+00,rotation,,,,,,,
88f069d8-0611-5f96-bfe6-9fb591074870,f0000000-0000-0000-0000-000000000008,29,visualPuzzle,Choose your answer:,static_q29,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,logic,2,f,27,2026-07-24 21:56:03.873952+00,numeric sequence,,,,,,,
8bf27251-9d51-5348-84f5-790686b82fee,f0000000-0000-0000-0000-000000000008,30,visualPuzzle,Choose your answer:,static_q30,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,pattern,3,f,28,2026-07-24 21:56:03.873952+00,symbolic logic,,,,,,,
27c2d4c7-381b-5a31-98f2-1ff6622dac48,f0000000-0000-0000-0000-000000000008,31,visualPuzzle,Choose your answer:,static_q31,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,2,f,29,2026-07-24 21:56:03.873952+00,compound transformation,,,,,,,
a28dab1b-910a-5cc4-8def-fe7cf2e84572,f0000000-0000-0000-0000-000000000008,32,visualPuzzle,Choose your answer:,static_q32,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,3,f,30,2026-07-24 21:56:03.873952+00,rotation,,,,,,,
1e874006-360e-5f28-a101-5b5ced427c52,f0000000-0000-0000-0000-000000000008,33,visualPuzzle,Choose your answer:,static_q33,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,logic,3,t,31,2026-07-24 21:56:03.873952+00,multi-rule deduction,,,,,,,
23c6a757-0a49-5ebb-a3b8-8117b737c9e2,f0000000-0000-0000-0000-000000000008,34,visualPuzzle,Choose your answer:,static_q34,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,4,f,32,2026-07-24 21:56:03.873952+00,mental rotation,,,,,,,
b2f47d89-8c48-5b8a-9ea8-6cbd22bee40d,f0000000-0000-0000-0000-000000000008,35,visualPuzzle,Choose your answer:,static_q35,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,5,t,33,2026-07-24 21:56:03.873952+00,complex spatial,,,,,,,
415841e0-769e-5636-8862-d6325f0fdf45,f0000000-0000-0000-0000-000000000008,36,likert,I believe intelligence can be developed in different ways,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,1,f,34,2026-07-24 21:56:03.873952+00,growth mindset,,,,,,,
34ae76f5-d343-58fe-8a9c-54ffb6865e92,f0000000-0000-0000-0000-000000000008,37,personal,What is your age?,,"[""Under 18"", ""18-24"", ""25-34"", ""35-44"", ""45+""]",,self,1,f,35,2026-07-24 21:56:03.873952+00,demographic,,,,,,,
10b927a7-5cfd-5da9-bf5f-361de293b862,f0000000-0000-0000-0000-000000000008,38,personal,What is your education level?,,"[""High School"", ""Some College"", ""Bachelor's Degree"", ""Master's Degree"", ""Doctorate""]",,self,1,f,36,2026-07-24 21:56:03.873952+00,demographic,,,,,,,
